1653512819.974014,0.006629281,0.010674589,0.054202758,0.999824822,-0.002612133,0.018180007,-0.003606242
1653512820.041181,0.006629281,0.010674589,0.054202758,0.999824822,-0.002612133,0.018180007,-0.003606242
1653512820.108040,0.008812851,0.016417939,0.059788451,0.999807715,-0.001865791,0.019169684,-0.003682710
1653512820.174011,0.008812851,0.016417939,0.059788451,0.999807715,-0.001865791,0.019169684,-0.003682710
1653512820.253573,0.010522426,0.017612323,0.066397093,0.999782324,-0.001743796,0.020304751,-0.004470055
1653512820.307588,0.010522426,0.017612323,0.066397093,0.999782324,-0.001743796,0.020304751,-0.004470055
1653512820.374382,0.010523975,0.015055503,0.074572876,0.999775469,-0.002507852,0.020646472,-0.004050679
1653512820.440674,0.010523975,0.015055503,0.074572876,0.999775469,-0.002507852,0.020646472,-0.004050679
1653512820.507613,0.011725665,0.006545381,0.081463717,0.999771953,-0.004486864,0.020403251,-0.004431124
1653512820.573940,0.011725665,0.006545381,0.081463717,0.999771953,-0.004486864,0.020403251,-0.004431124
1653512820.640833,0.017669065,-0.005646629,0.092677765,0.999758899,-0.006669302,0.020426923,-0.004517038
1653512820.707391,0.017669065,-0.005646629,0.092677765,0.999758899,-0.006669302,0.020426923,-0.004517038
1653512820.774464,0.028847573,-0.027403247,0.109672979,0.999729037,-0.009093172,0.021294603,-0.002388199
1653512820.840949,0.028847573,-0.027403247,0.109672979,0.999729037,-0.009093172,0.021294603,-0.002388199
1653512820.907407,0.045450807,-0.057902973,0.131088808,0.999665439,-0.012110087,0.022750458,0.002173727
1653512820.975777,0.045450807,-0.057902973,0.131088808,0.999665439,-0.012110087,0.022750458,0.002173727
1653512821.044145,0.069329418,-0.097215846,0.166787714,0.999528468,-0.015568626,0.024943560,0.008849472
1653512821.107654,0.069329418,-0.097215846,0.166787714,0.999528468,-0.015568626,0.024943560,0.008849472
1653512821.175496,0.097314738,-0.139999852,0.211296096,0.999314129,-0.019405043,0.027559821,0.015337197
1653512821.240549,0.097314738,-0.139999852,0.211296096,0.999314129,-0.019405043,0.027559821,0.015337197
1653512821.308590,0.129958972,-0.183467746,0.264057487,0.998990357,-0.025356837,0.030650331,0.020876711
1653512821.374743,0.129958972,-0.183467746,0.264057487,0.998990357,-0.025356837,0.030650331,0.020876711
1653512821.445967,0.167495266,-0.219249547,0.326601058,0.998669803,-0.031617515,0.033597033,0.023027057
1653512821.508146,0.167495266,-0.219249547,0.326601058,0.998669803,-0.031617515,0.033597033,0.023027057
1653512821.575905,0.206083521,-0.240351990,0.390132189,0.998459995,-0.035985604,0.035587393,0.022719501
1653512821.640893,0.206083521,-0.240351990,0.390132189,0.998459995,-0.035985604,0.035587393,0.022719501
1653512821.708615,0.246112362,-0.255295664,0.456222236,0.998224616,-0.040668022,0.037896637,0.021392236
1653512821.774209,0.246112362,-0.255295664,0.456222236,0.998224616,-0.040668022,0.037896637,0.021392236
1653512821.840969,0.283213794,-0.253907114,0.522305191,0.998099923,-0.043543741,0.039198227,0.019079464
1653512821.908558,0.283213794,-0.253907114,0.522305191,0.998099923,-0.043543741,0.039198227,0.019079464
1653512821.975951,0.315800428,-0.232680246,0.592386901,0.998053074,-0.044468839,0.040631022,0.016178004
1653512822.042684,0.315800428,-0.232680246,0.592386901,0.998053074,-0.044468839,0.040631022,0.016178004
1653512822.108957,0.355251551,-0.213541985,0.674734473,0.998022735,-0.045476336,0.041526265,0.012574686
1653512822.176401,0.355251551,-0.213541985,0.674734473,0.998022735,-0.045476336,0.041526265,0.012574686
1653512822.241061,0.392168522,-0.191860303,0.768023610,0.997944653,-0.045996871,0.043618225,0.009389934
1653512822.307558,0.392168522,-0.191860303,0.768023610,0.997944653,-0.045996871,0.043618225,0.009389934
1653512822.374436,0.428834558,-0.172707394,0.873413503,0.997807622,-0.046878096,0.046142504,0.007300891
1653512822.440724,0.428834558,-0.172707394,0.873413503,0.997807622,-0.046878096,0.046142504,0.007300891
1653512822.508009,0.464247823,-0.149875432,0.985264719,0.997678399,-0.046350244,0.049410060,0.006938621
1653512822.574147,0.464247823,-0.149875432,0.985264719,0.997678399,-0.046350244,0.049410060,0.006938621
1653512822.644398,0.497429013,-0.121847168,1.100225568,0.997595251,-0.044196755,0.052772988,0.008086731
1653512822.707651,0.497429013,-0.121847168,1.100225568,0.997595251,-0.044196755,0.052772988,0.008086731
1653512822.774382,0.526668310,-0.093800984,1.207412481,0.997572064,-0.042055033,0.054717470,0.009346581
1653512822.840927,0.526668310,-0.093800984,1.207412481,0.997572064,-0.042055033,0.054717470,0.009346581
1653512822.907577,0.546590328,-0.072289586,1.309051752,0.997540176,-0.040634204,0.056067552,0.010904784
1653512822.976459,0.546590328,-0.072289586,1.309051752,0.997540176,-0.040634204,0.056067552,0.010904784
1653512823.040730,0.567159414,-0.055003379,1.416711688,0.997532129,-0.040544905,0.055701099,0.013534809
1653512823.107409,0.567159414,-0.055003379,1.416711688,0.997532129,-0.040544905,0.055701099,0.013534809
1653512823.174751,0.581140459,-0.046956837,1.521726370,0.997478902,-0.042645603,0.054577466,0.015441678
1653512823.250015,0.581140459,-0.046956837,1.521726370,0.997478902,-0.042645603,0.054577466,0.015441678
1653512823.309221,0.590962172,-0.041947804,1.634548187,0.997368157,-0.045732163,0.053746387,0.016631586
1653512823.374339,0.590962172,-0.041947804,1.634548187,0.997368157,-0.045732163,0.053746387,0.016631586
1653512823.448396,0.599975407,-0.027067790,1.761585832,0.997239888,-0.049059208,0.053158727,0.016731326
1653512823.508929,0.599975407,-0.027067790,1.761585832,0.997239888,-0.049059208,0.053158727,0.016731326
1653512823.574590,0.604938030,0.001564639,1.880748630,0.997264922,-0.049779568,0.052101452,0.016433550
1653512823.640716,0.604938030,0.001564639,1.880748630,0.997264922,-0.049779568,0.052101452,0.016433550
1653512823.707233,0.604958355,0.041386534,2.007666588,0.997309625,-0.050146937,0.051400729,0.014723137
1653512823.774485,0.604958355,0.041386534,2.007666588,0.997309625,-0.050146937,0.051400729,0.014723137
1653512823.840899,0.604367495,0.090192765,2.138484001,0.997494042,-0.049601313,0.049197327,0.011180702
1653512823.909200,0.604367495,0.090192765,2.138484001,0.997494042,-0.049601313,0.049197327,0.011180702
1653512823.974785,0.601177096,0.150700405,2.282680273,0.997704446,-0.047642816,0.047622696,0.006931960
1653512824.040499,0.601177096,0.150700405,2.282680273,0.997704446,-0.047642816,0.047622696,0.006931960
1653512824.107288,0.595772982,0.212801546,2.436825752,0.997861743,-0.045643922,0.046736483,0.002076203
1653512824.175073,0.595772982,0.212801546,2.436825752,0.997861743,-0.045643922,0.046736483,0.002076203
1653512824.241209,0.589224458,0.273279965,2.592617512,0.998014331,-0.043147665,0.045865014,-0.001427491
1653512824.307614,0.589224458,0.273279965,2.592617512,0.998014331,-0.043147665,0.045865014,-0.001427491
1653512824.374411,0.581139088,0.318105757,2.750976086,0.998129845,-0.041291073,0.045020882,-0.002228165
1653512824.441325,0.581139088,0.318105757,2.750976086,0.998129845,-0.041291073,0.045020882,-0.002228165
1653512824.508316,0.570364475,0.335220546,2.897112846,0.998087943,-0.042217657,0.045040224,-0.003084962
1653512824.575622,0.570364475,0.335220546,2.897112846,0.998087943,-0.042217657,0.045040224,-0.003084962
1653512824.641424,0.561556995,0.351502895,3.063704252,0.998069108,-0.042638753,0.045166302,-0.000078292
1653512824.707600,0.561556995,0.351502895,3.063704252,0.998069108,-0.042638753,0.045166302,-0.000078292
1653512824.776732,0.549889565,0.363548100,3.233060360,0.997966170,-0.044171054,0.045783386,0.004044211
1653512824.840788,0.549889565,0.363548100,3.233060360,0.997966170,-0.044171054,0.045783386,0.004044211
1653512824.908488,0.543972492,0.377654582,3.410171747,0.997883677,-0.045879770,0.045427494,0.007717095
1653512824.974444,0.543972492,0.377654582,3.410171747,0.997883677,-0.045879770,0.045427494,0.007717095
1653512825.040816,0.543041885,0.400422126,3.595723391,0.997764647,-0.047941539,0.045569684,0.009523963
1653512825.107819,0.543041885,0.400422126,3.595723391,0.997764647,-0.047941539,0.045569684,0.009523963
1653512825.175170,0.541622758,0.423295617,3.773347378,0.997565269,-0.051329158,0.046240695,0.009522519
1653512825.240587,0.541622758,0.423295617,3.773347378,0.997565269,-0.051329158,0.046240695,0.009522519
1653512825.307919,0.531670630,0.445016891,3.950072050,0.997351229,-0.054060031,0.047846988,0.008872959
1653512825.374938,0.531670630,0.445016891,3.950072050,0.997351229,-0.054060031,0.047846988,0.008872959
1653512825.441978,0.517825007,0.463947862,4.119397163,0.997235298,-0.055849873,0.048356391,0.008010692
1653512825.507482,0.517825007,0.463947862,4.119397163,0.997235298,-0.055849873,0.048356391,0.008010692
1653512825.573904,0.502429843,0.491606891,4.280081272,0.997241735,-0.055797093,0.048196319,0.008529289
1653512825.640504,0.502429843,0.491606891,4.280081272,0.997241735,-0.055797093,0.048196319,0.008529289
1653512825.707730,0.498548985,0.520671964,4.438174725,0.997331023,-0.056435946,0.045717563,0.007466665
1653512825.777918,0.498548985,0.520671964,4.438174725,0.997331023,-0.056435946,0.045717563,0.007466665
1653512825.840807,0.488518059,0.549139261,4.593675137,0.997401774,-0.057181973,0.043463159,0.005551631
1653512825.907316,0.488518059,0.549139261,4.593675137,0.997401774,-0.057181973,0.043463159,0.005551631
1653512825.974025,0.473383725,0.576013505,4.744554996,0.997530520,-0.056535900,0.041467100,0.004127189
1653512826.041831,0.473383725,0.576013505,4.744554996,0.997530520,-0.056535900,0.041467100,0.004127189
1653512826.107412,0.452669233,0.602375984,4.910334587,0.997574747,-0.056493126,0.040520784,0.003341986
1653512826.173889,0.452669233,0.602375984,4.910334587,0.997574747,-0.056493126,0.040520784,0.003341986
1653512826.241802,0.425202161,0.623952746,5.077130795,0.997637033,-0.055534810,0.040280391,0.003699360
1653512826.307503,0.425202161,0.623952746,5.077130795,0.997637033,-0.055534810,0.040280391,0.003699360
1653512826.374250,0.398055643,0.637581170,5.238889217,0.997659087,-0.055088572,0.040207267,0.005001122
1653512826.441152,0.398055643,0.637581170,5.238889217,0.997659087,-0.055088572,0.040207267,0.005001122
1653512826.507392,0.374335170,0.636309206,5.425063133,0.997619510,-0.055749994,0.039874528,0.007569117
