Timestamp,Pred_X,Pred_Y,Pred_Z,Q_X,Q_Y,Q_Z,Q_W
1653512819.974014044,0.006784089,0.011145506,0.054352280,0.999825120,-0.002771361,0.018171232,-0.003451247
1653512820.041181087,0.006784089,0.011145506,0.054352280,0.999825120,-0.002771361,0.018171232,-0.003451247
1653512820.108040333,0.008776871,0.016908063,0.059011910,0.999805570,-0.002059131,0.019274537,-0.003614231
1653512820.174011230,0.008776871,0.016908063,0.059011910,0.999805570,-0.002059131,0.019274537,-0.003614231
1653512820.253572702,0.010559601,0.018131295,0.065142587,0.999780953,-0.001916576,0.020376202,-0.004378680
1653512820.307587862,0.010559601,0.018131295,0.065142587,0.999780953,-0.001916576,0.020376202,-0.004378680
1653512820.374381781,0.010586292,0.015551904,0.073337026,0.999774098,-0.002676895,0.020703839,-0.003986881
1653512820.440673590,0.010586292,0.015551904,0.073337026,0.999774098,-0.002676895,0.020703839,-0.003986881
1653512820.507613420,0.011778135,0.007008118,0.080576174,0.999770641,-0.004673887,0.020441690,-0.004355025
1653512820.573939562,0.011778135,0.007008118,0.080576174,0.999770641,-0.004673887,0.020441690,-0.004355025
1653512820.640833378,0.017678481,-0.005313013,0.091771573,0.999757051,-0.006871508,0.020451276,-0.004510249
1653512820.707390785,0.017678481,-0.005313013,0.091771573,0.999757051,-0.006871508,0.020451276,-0.004510249
1653512820.774464369,0.028728548,-0.027092008,0.108728610,0.999726832,-0.009286587,0.021312416,-0.002417595
1653512820.840949297,0.028728548,-0.027092008,0.108728610,0.999726832,-0.009286587,0.021312416,-0.002417595
1653512820.907406807,0.044956647,-0.057939008,0.130531102,0.999661922,-0.012355187,0.022782478,0.002093237
1653512820.975776911,0.044956647,-0.057939008,0.130531102,0.999661922,-0.012355187,0.022782478,0.002093237
1653512821.044144869,0.068851344,-0.098025486,0.167602658,0.999523640,-0.015827604,0.025014097,0.008735170
1653512821.107654095,0.068851344,-0.098025486,0.167602658,0.999523640,-0.015827604,0.025014097,0.008735170
1653512821.175495625,0.097433381,-0.141732827,0.211935222,0.999313116,-0.019693911,0.027497772,0.015141923
1653512821.240549326,0.097433381,-0.141732827,0.211935222,0.999313116,-0.019693911,0.027497772,0.015141923
1653512821.308590174,0.130334750,-0.184404865,0.263829857,0.998987734,-0.025643641,0.030549061,0.020801174
