Timestamp,Pred_X,Pred_Y,Pred_Z,Q_X,Q_Y,Q_Z,Q_W
1653512819.974014044,0.006628574,0.010525856,0.055323742,0.999823332,-0.002596621,0.018245734,-0.003691588
1653512820.041181087,0.006628574,0.010525856,0.055323742,0.999823332,-0.002596621,0.018245734,-0.003691588
1653512820.108040333,0.008886960,0.016487399,0.060047947,0.999805570,-0.001823424,0.019276505,-0.003727016
1653512820.174011230,0.008886960,0.016487399,0.060047947,0.999805570,-0.001823424,0.019276505,-0.003727016
1653512820.253572702,0.010611987,0.017303621,0.065111063,0.999780238,-0.001695873,0.020389419,-0.004574446
1653512820.307587862,0.010611987,0.017303621,0.065111063,0.999780238,-0.001695873,0.020389419,-0.004574446
1653512820.374381781,0.010512676,0.014467409,0.073459938,0.999772787,-0.002513479,0.020757485,-0.004141355
1653512820.440673590,0.010512676,0.014467409,0.073459938,0.999772787,-0.002513479,0.020757485,-0.004141355
1653512820.507613420,0.011851719,0.006156519,0.080417998,0.999769926,-0.004387431,0.020480866,-0.004629644
1653512820.573939562,0.011851719,0.006156519,0.080417998,0.999769926,-0.004387431,0.020480866,-0.004629644
1653512820.640833378,0.017751995,-0.005928978,0.091712728,0.999756873,-0.006600213,0.020500138,-0.004736244
1653512820.707390785,0.017751995,-0.005928978,0.091712728,0.999756873,-0.006600213,0.020500138,-0.004736244
1653512820.774464369,0.028911769,-0.026932247,0.107108951,0.999727786,-0.009145183,0.021320984,-0.002477657
1653512820.840949297,0.028911769,-0.026932247,0.107108951,0.999727786,-0.009145183,0.021320984,-0.002477657
1653512820.907406807,0.045106802,-0.058224514,0.130112454,0.999665916,-0.012052744,0.022792939,0.001821890
1653512820.975776911,0.045106802,-0.058224514,0.130112454,0.999665916,-0.012052744,0.022792939,0.001821890
1653512821.044144869,0.068966366,-0.098089464,0.166413069,0.999531567,-0.015477293,0.025023805,0.008418729
1653512821.107654095,0.068966366,-0.098089464,0.166413069,0.999531567,-0.015477293,0.025023805,0.008418729
1653512821.175495625,0.097739048,-0.142048091,0.210934401,0.999324322,-0.019317988,0.027565366,0.014761575
1653512821.240549326,0.097739048,-0.142048091,0.210934401,0.999324322,-0.019317988,0.027565366,0.014761575
1653512821.308590174,0.130424291,-0.184487671,0.262889534,0.999001861,-0.025246097,0.030654175,0.020452010
1653512821.374742746,0.130424291,-0.184487671,0.262889534,0.999001861,-0.025246097,0.030654175,0.020452010
1653512821.445966959,0.167641670,-0.219294757,0.325253040,0.998679340,-0.031501938,0.033662502,0.022673521
1653512821.508145571,0.167641670,-0.219294757,0.325253040,0.998679340,-0.031501938,0.033662502,0.022673521
1653512821.575905085,0.205328092,-0.238280192,0.387371898,0.998466730,-0.035852741,0.035690252,0.022472123
1653512821.640893459,0.205328092,-0.238280192,0.387371898,0.998466730,-0.035852741,0.035690252,0.022472123
1653512821.708614826,0.240822703,-0.248147219,0.451026708,0.998214841,-0.040539827,0.038279973,0.021407928
1653512821.774208784,0.240822703,-0.248147219,0.451026708,0.998214841,-0.040539827,0.038279973,0.021407928
1653512821.840968847,0.277533054,-0.248804078,0.518458605,0.998094618,-0.043407518,0.039568733,0.018901128
1653512821.908558369,0.277533054,-0.248804078,0.518458605,0.998094618,-0.043407518,0.039568733,0.018901128
1653512821.975950718,0.316724390,-0.239353344,0.594840288,0.998073220,-0.044287864,0.040662337,0.015331017
1653512822.042683601,0.316724390,-0.239353344,0.594840288,0.998073220,-0.044287864,0.040662337,0.015331017
1653512822.108957052,0.356764585,-0.225499079,0.677356124,0.998042941,-0.045273729,0.041589856,0.011438528
1653512822.176400661,0.356764585,-0.225499079,0.677356124,0.998042941,-0.045273729,0.041589856,0.011438528
1653512822.241061449,0.389508188,-0.205914512,0.763141751,0.997960031,-0.045784146,0.043749116,0.008100651
1653512822.307558060,0.389508188,-0.205914512,0.763141751,0.997960031,-0.045784146,0.043749116,0.008100651
1653512822.374436378,0.421428949,-0.187495157,0.857361197,0.997819543,-0.046660062,0.046286710,0.006042806
1653512822.440723658,0.421428949,-0.187495157,0.857361197,0.997819543,-0.046660062,0.046286710,0.006042806
1653512822.508008718,0.454251200,-0.165799752,0.961192548,0.997693658,-0.046125814,0.049470942,0.005696937
1653512822.574147224,0.454251200,-0.165799752,0.961192548,0.997693658,-0.046125814,0.049470942,0.005696937
1653512822.644398451,0.484883428,-0.139161944,1.066060424,0.997624457,-0.043991186,0.052577019,0.006776176
1653512822.707651138,0.484883428,-0.139161944,1.066060424,0.997624457,-0.043991186,0.052577019,0.006776176
1653512822.774382114,0.512101650,-0.112946063,1.164511919,0.997616529,-0.041872721,0.054271106,0.007909433
1653512822.840927124,0.512101650,-0.112946063,1.164511919,0.997616529,-0.041872721,0.054271106,0.007909433
1653512822.907576799,0.531773627,-0.092122011,1.261275649,0.997597575,-0.040452819,0.055440791,0.009430993
1653512822.976459026,0.531773627,-0.092122011,1.261275649,0.997597575,-0.040452819,0.055440791,0.009430993
1653512823.040729761,0.549738824,-0.077099808,1.359427333,0.997604787,-0.040380120,0.054892972,0.011867869
1653512823.107409239,0.549738824,-0.077099808,1.359427333,0.997604787,-0.040380120,0.054892972,0.011867869
